"","NAME","NAMEJOIN","NAMECOUNTY","COUNTYJOIN","DATE","DATA_SOURC","IMG_VERIFD","X","Y","INDEX","P_CODE","ALT_NAME1","ALT_NAME2","ALT_NAME3","ALT_NAME4","STATEJOIN","PAYAM","BOMA","FUNC_CLASS","CONF_SCORE","SRC_VERIFD","SRC_V_REM"
"155","Pinopino","Pinopino","PinopinoMagwi","Magwi",2019-04-09,"AOK",NA,32.30133,4.12579,18731,"","","","","","EasternEquatoria","Magwi","",6,30,0,""
"156","Chiloni","Chiloni","ChiloniMagwi","Magwi",2019-04-09,"AOK",NA,32.2869,4.14472,18729,"","","","","","EasternEquatoria","Magwi","",6,30,0,""
"157","Stejerslam","Stejerslam","StejerslamTorit","Torit",2019-04-09,"AOK",NA,32.57547,4.41012,18728,"","","","","","EasternEquatoria","Torit","",6,30,0,""
"158","Kajbai1/Wunyok","Kajbai_1/Wunyok","Kajbai_1/WunyokRaja","Raja",NA,"WFP, UNMISS, NBS Western Bahr el Ghazal",0,25.68333,9.3825,8453,"BB-0558","","","","","WesternBahrelGhazal","Ere","",6,30,1,""
"159","Nyinguol","Nyinguol","NyinguolLeer","Leer",2019-04-09,"AOK",NA,30.34441,7.92428,18757,"","","","","","Unity","Nyal","",6,30,0,""
"160","Mangaten","Mangaten","MangatenTwic","Twic",2019-04-09,"AOK",NA,28.19896,8.00205,18740,"","","","","","Warrap","Manloor","",6,30,0,""
"161","Bua","Bua","BuaRaja","Raja",NA,"WFP, UNMISS, NBS Western Bahr el Ghazal",0,25.68333,10.18333,8482,"AS-0003","","","","","WesternBahrelGhazal","Ere","",6,30,1,""
"162","Lorieth","Lorieth","LoriethTwic","Twic",2019-04-09,"AOK",NA,28.43242,8.07632,18737,"","","","","","Warrap","Manloor","",6,30,0,""
"163","Parek","Parek","ParekMayendit","Mayendit",2019-04-09,"AOK",NA,30.09677,8.19266,18755,"","","","","","Unity","Bor2","",6,30,0,""
"164","Thowpuoy","Thowpuoy","ThowpuoyMayendit","Mayendit",2019-04-09,"AOK",NA,30.09657,8.19325,18754,"","","","","","Unity","Bor2","",6,30,0,""
"165","Halchok","Halchok","HalchokGogrialEast","GogrialEast",2019-04-09,"AOK",NA,28.4106,8.19372,18747,"","","","","","Warrap","Pathuon West","",6,30,0,""
"166","Rorkou","Rorkou","RorkouGogrialEast","GogrialEast",2019-04-09,"AOK",NA,28.37048,8.2076,18743,"","","","","","Warrap","Pathuon West","",6,30,0,""
"167","HaiNasri","HAI_NASRI","HAI_NASRIRaja","Raja",NA,"OCHA COD",1,25.68356,8.46989,8544,"BB-0601","","","","","WesternBahrelGhazal","Raga","Raga South",6,10,0,""
"168","Thurabyei","Thurabyei","ThurabyeiGogrialWest","GogrialWest",2019-04-09,"AOK",NA,27.97354,8.27847,18752,"","","","","","Warrap","Kuac North","",6,30,0,""
"169","Alorweng","Alorweng","AlorwengGogrialEast","GogrialEast",2019-04-09,"AOK",NA,28.35523,8.31879,18746,"","","","","","Warrap","Pathuon West","",6,30,0,""
"170","Kuiny","Kuiny","KuinyMayendit","Mayendit",2019-04-09,"AOK",NA,30.13358,8.36605,18753,"","","","","","Unity","Guat","",6,30,0,""
"171","Akuat","Akuat","AkuatGogrialEast","GogrialEast",2019-04-09,"AOK",NA,27.94722,8.47705,18751,"","","","","","Warrap","Gogrial","",6,30,0,""
"172","Kuechguot","Kuech_guot","Kuech_guotGogrialEast","GogrialEast",2019-04-09,"AOK",NA,28.78977,8.92077,18749,"","","","","","Warrap","Toch East","",6,30,0,""
"173","Mayenrol","Mayenrol","MayenrolGogrialEast","GogrialEast",2019-04-09,"AOK",NA,28.79855,8.92286,18748,"","","","","","Warrap","Toch East","",6,30,0,""
"174","Jaara","Jaara","JaaraGogrialEast","GogrialEast",2019-04-09,"AOK",NA,28.7961,8.93916,18750,"","","","","","Warrap","Toch East","",6,30,0,""
"175","Bade","Bade","BadeRaja","Raja",NA,"WFP, OCHA COD, UNMISS, NBS Western Bahr el Ghazal",1,25.7,8.51667,8390,"BB-0511","","","","","WesternBahrelGhazal","Raga","",6,50,1,""
"176","Kabbas","Kabbas","KabbasRaja","Raja",NA,"WFP, UNMISS, NBS Western Bahr el Ghazal",0,25.7,10.4,8494,"AS-0010","","","","","WesternBahrelGhazal","Ere","",6,30,1,""
"177","Jazire","Jazire","JazireRaja","Raja",NA,"WFP, OCHA COD, UNMISS, NBS Western Bahr el Ghazal",1,25.85,8.71667,8409,"BB-0529","","","","","WesternBahrelGhazal","Raga","",6,50,1,""
"178","Agok_nyang","Agok_nyang","Agok_nyangTwic","Twic",2019-04-09,"AOK",NA,28.5717,9.13227,18736,"","","","","","Warrap","Aweeng","",6,30,0,""
"179","Lolkou","Lolkou","LolkouTwic","Twic",2019-04-09,"AOK",NA,28.58087,9.13259,18742,"","","","","","Warrap","Aweeng","",6,30,0,""
"180","Mangarkiec","Mangar_kiec","Mangar_kiecGogrialEast","GogrialEast",2019-04-09,"AOK",NA,28.31493,9.14883,18745,"","","","","","Warrap","Wunrok","",6,30,0,""
"181","Belabolo","Belabolo","BelaboloRaja","Raja",NA,"WFP, NBS Western Bahr el Ghazal, UNMISS",0,25.85,8.94,8429,"BB-0549","","","","","WesternBahrelGhazal","Ere","",6,30,1,""
"182","WadAlKishaf","Wad_Al_Kishaf","Wad_Al_KishafRaja","Raja",NA,"WFP, NBS Western Bahr el Ghazal, UNMISS",0,25.85,9.33333,8449,"BB-0557","","","","","WesternBahrelGhazal","Ere","",6,30,1,""
"183","Mabior_Athony","Mabior_Athony","Mabior_AthonyTwic","Twic",2019-04-09,"AOK",NA,28.29214,9.96898,18732,"","","","","","Warrap","AbyeiRegion","",6,30,0,""
"184","Kololo","Kololo","KololoMagwi","Magwi",2018-05-09,"AOK",0,32.0497,3.6017,18439,"","","","","","EasternEquatoria","Nimule","",6,30,0,""
"185","HaiLizira","Hai_Lizira","Hai_LiziraYei","Yei",2018-05-09,"AOK",0,30.68873,4.09066,18446,"","","","","","CentralEquatoria","Yei","",6,30,0,""
"186","Kanjaro","Kanjaro","KanjaroYei","Yei",2018-05-09,"AOK",0,30.69076,4.09076,18443,"","","","","","CentralEquatoria","Yei","",6,30,0,""
"187","HaiGuava","Hai_Guava","Hai_GuavaYei","Yei",2018-05-09,"AOK",0,30.6747,4.0908,18440,"","","","","","CentralEquatoria","Yei","",6,30,0,""
"188","HaiPolice","Hai_Police","Hai_PoliceYei","Yei",2018-05-09,"AOK",0,30.6828,4.0917,18447,"","","","","","CentralEquatoria","Yei","",6,30,0,""
"189","HaiLuperete","Hai_Luperete","Hai_LupereteYei","Yei",2018-05-09,"AOK",0,30.69704,4.09343,18444,"","","","","","CentralEquatoria","Yei","",6,30,0,""
"190","HaiZejira","Hai_Zejira","Hai_ZejiraYei","Yei",2018-05-09,"AOK",0,30.70217,4.09779,18445,"","","","","","CentralEquatoria","Yei","",6,30,0,""
"191","Bajur","Bajur","BajurJuba","Juba",2020-01-03,"AoK",NA,31.7736,5.18538,19006,"","","","","","CentralEquatoria","Mangala South","",6,30,0,""
"192","DigaleWest","Digale_West","Digale_WestTerekeka","Terekeka",2018-05-09,"AOK",0,31.70184,5.39472,18441,"","","","","","CentralEquatoria","Reggo","",6,30,0,""
"193","Dendakiteng","Dendakiteng","DendakitengTerekeka","Terekeka",2018-05-09,"AOK",0,31.29597,5.77491,18442,"","","","","","CentralEquatoria","Rijong","",6,30,0,""
"194","Duongbuarbiel","Duongbuarbiel","DuongbuarbielPanyijiar","Panyijiar",2018-05-09,"AOK",0,30.23278,7.71066,18437,"","","","","","Unity","Nyal","",6,30,0,""
"195","Bor","Bor","BorMayendit","Mayendit",2018-05-09,"AOK",0,29.9318,8.22518,18436,"","","","","","Unity","Tharjiath","",6,30,0,""
"196","Kuicdoakvillage","Kuicdoak_village","Kuicdoak_villageLeer","Leer",2018-05-09,"AOK",0,30.21563,8.26224,18435,"","","","","","Unity","Adok","",6,30,0,""
"197","Rayien","Rayien","RayienAyod","Ayod",2018-05-09,"AOK",0,31.20698,8.36189,18432,"","","","","","Jonglei","Mogok","",6,30,0,""
"198","Lebissi","Lebissi","LebissiRaja","Raja",NA,"WFP, OCHA COD, NBS Western Bahr el Ghazal, UNMISS",1,25.85,9.97,8479,"BB-0571","","","","","WesternBahrelGhazal","Ere","",6,50,1,""
"199","Juol","Juol","JuolAyod","Ayod",2018-05-09,"AOK",0,31.07217,8.81005,18434,"","","","","","Jonglei","Pagil","",6,30,0,""
"200","Gologosuwa","Gologosuwa","GologosuwaKajo_keji","Kajo_keji",2019-08-09,"AOK",NA,31.45584,3.78125,18882,"","","","","","CentralEquatoria","Liwolo","",6,30,0,""
"201","Goloko","Goloko","GolokoKajo_keji","Kajo_keji",2019-08-09,"AOK",NA,31.50596,3.78682,18873,"","","","","","CentralEquatoria","Kangapo II","",6,30,0,""
"202","Akwaitta","Akwaitta","AkwaittaKapoetaEast","KapoetaEast",2019-08-09,"AOK",NA,33.80591,4.70552,18877,"","","","","","EasternEquatoria","Katodori","",6,30,0,""
"203","Kalokupe","Kalokupe","KalokupeKapoetaEast","KapoetaEast",2019-08-09,"AOK",NA,33.87155,4.73178,18876,"","","","","","EasternEquatoria","Katodori","",6,30,0,""
"204","Narii","Narii","NariiKapoetaEast","KapoetaEast",2019-08-09,"AOK",NA,33.86914,4.74097,18875,"","","","","","EasternEquatoria","Katodori","",6,30,0,""
"205","Echwaa","Echwaa","EchwaaKapoetaEast","KapoetaEast",2019-08-09,"AOK",NA,33.87111,4.7495,18879,"","","","","","EasternEquatoria","Katodori","",6,30,0,""
"206","Ukwere","Ukwere","UkwereLafon","Lafon",2019-08-09,"AOK",NA,32.47371,5.02706,18872,"","","","","","EasternEquatoria","Burgilo","",6,30,0,""
"207","Lopongoo","Lopongoo","LopongooKapoetaEast","KapoetaEast",2019-08-09,"AOK",NA,34.57777,5.39715,18878,"","","","","","EasternEquatoria","Kauto","",6,30,0,""
"208","Komiru","Komiru","KomiruTerekeka","Terekeka",2019-08-09,"AOK",NA,30.7429,5.80376,18874,"","","","","","CentralEquatoria","Tali","",6,30,0,""
"209","Domakoor","Domakoor","DomakoorAwerial","Awerial",2019-08-09,"AOK",NA,31.59378,5.91268,18871,"","","","","","Lakes","Puluk","",6,30,0,""
"210","Tharruop","Tharruop","TharruopKoch","Koch",2019-08-09,"AOK",NA,30.06619,8.49235,18885,"","","","","","Unity","Ngony","",6,30,0,""
"211","Akuyio","Akuyio","AkuyioAweilCentre","AweilCentre",2019-08-09,"AOK",NA,27.34773,8.7086,18881,"","","","","","NorthernBahrelGhazal","Nyalath","",6,30,0,""
"212","Tharthep","Tharthep","TharthepKoch","Koch",2019-08-09,"AOK",NA,29.7452,8.82806,18884,"","","","","","Unity","Boaw","",6,30,0,""
"213","BuolToich","Buol_Toich","Buol_ToichAweilNorth","AweilNorth",2019-08-09,"AOK",NA,27.32857,8.93333,18880,"","","","","","NorthernBahrelGhazal","Malual East","",6,30,0,""
"214","Ngaryang","Ngaryang","NgaryangMayom","Mayom",2019-08-09,"AOK",NA,29.3862,9.00108,18886,"","","","","","Unity","Kuerbuone","",6,30,0,""
"215","Chiethe","Chiethe","ChietheRubkona","Rubkona",2019-08-09,"AOK",NA,29.64527,9.17203,18883,"","","","","","Unity","Budaang","",6,30,0,""
"216","Logo","Logo","LogoKajo_keji","Kajo_keji",2020-02-10,"AoK",NA,31.38654,3.74282,19071,"","","","","","CentralEquatoria","","",6,30,0,""
"217","RiverKoko","River_Koko","River_KokoRaja","Raja",NA,"WFP, NBS Western Bahr el Ghazal",0,25.93333,7.91667,8343,"BK-0063","","","","","WesternBahrelGhazal","Uyujuku","",6,20,1,""
"218","ButaRula","Buta_Rula","Buta_RulaRaja","Raja",NA,"WFP, NBS Western Bahr el Ghazal, UNMISS",0,25.93333,8.73333,8411,"BB-0531","","","","","WesternBahrelGhazal","Raga","",6,30,1,""
"219","Lobure","Lobure","LobureMagwi","Magwi",2020-02-10,"AoK",NA,32.29963,4.12706,19074,"","","","","","EasternEquatoria","","",6,30,0,""
"220","Kumbobaangi","Kumbobaangi","KumbobaangiNzara","Nzara",2020-02-10,"AoK",NA,28.2314,4.4317,19098,"","","","","","WesternEquatoria","","",6,30,0,""
"221","Suguro","Suguro","SuguroBudi","Budi",2020-02-10,"AoK",NA,33.665,4.6565,19124,"","","","","","EasternEquatoria","","",6,30,0,""
"222","Kudli","Kudli","KudliBudi","Budi",2020-02-10,"AoK",NA,33.252,4.7153,19117,"","","","","","EasternEquatoria","","",6,30,0,""
"223","ButaAbuNduluk","Buta_Abu_Nduluk","Buta_Abu_NdulukRaja","Raja",NA,"WFP, UNMISS, NBS Western Bahr el Ghazal",0,25.93333,9.65,8468,"BB-0562","","","","","WesternBahrelGhazal","Ere","",6,30,1,""
"224","Lokwamor","Lokwamor","LokwamorKapoetaSouth","KapoetaSouth",2020-02-10,"AoK",NA,33.60375,4.74098,19114,"","","","","","EasternEquatoria","","",6,30,0,""
"225","Namilmilia","Namilmilia","NamilmiliaKapoetaEast","KapoetaEast",2020-02-10,"AoK",NA,34.1171,4.7531,19116,"","","","","","EasternEquatoria","","",6,30,0,""
"226","Morukuruon","Morukuruon","MorukuruonKapoetaSouth","KapoetaSouth",2020-02-10,"AoK",NA,33.5672,4.7601,19125,"","","","","","EasternEquatoria","","",6,30,0,""
"227","Katiyakin","Katiyakin","KatiyakinKapoetaSouth","KapoetaSouth",2020-02-10,"AoK",NA,33.5797,4.7611,19126,"","","","","","EasternEquatoria","","",6,30,0,""
"228","Longeleya","Longeleya","LongeleyaKapoetaSouth","KapoetaSouth",2020-02-10,"AoK",NA,33.5933,4.7634,19127,"","","","","","EasternEquatoria","","",6,30,0,""
"229","Naaronyit","Naaronyit","NaaronyitKapoetaNorth","KapoetaNorth",2020-02-10,"AoK",NA,33.5537,4.8508,19122,"","","","","","EasternEquatoria","","",6,30,0,""
"230","Nabekerminit","Nabekerminit","NabekerminitKapoetaNorth","KapoetaNorth",2020-02-10,"AoK",NA,33.6099,4.8667,19128,"","","","","","EasternEquatoria","","",6,30,0,""
"231","Lolepan","Lolepan","LolepanKapoetaNorth","KapoetaNorth",2020-02-10,"AoK",NA,33.52581,4.87311,19115,"","","","","","EasternEquatoria","","",6,30,0,""
"232","Moruangilimo","Moruangilimo","MoruangilimoKapoetaNorth","KapoetaNorth",2020-02-10,"AoK",NA,33.5709,4.8753,19123,"","","","","","EasternEquatoria","","",6,30,0,""
"233","Nakware","Nakware","NakwareKapoetaEast","KapoetaEast",2020-02-10,"AoK",NA,33.7323,4.9045,19118,"","","","","","EasternEquatoria","","",6,30,0,""
"234","Katongun","Katongun","KatongunKapoetaEast","KapoetaEast",2020-02-10,"AoK",NA,33.8888,4.9055,19130,"","","","","","EasternEquatoria","","",6,30,0,""
"235","Marangu","Marangu","MaranguEzo","Ezo",2020-02-10,"AoK",NA,27.9493,4.9089,19097,"","","","","","WesternEquatoria","","",6,30,0,""
"236","Nagirakurit","Nagirakurit","NagirakuritKapoetaNorth","KapoetaNorth",2020-02-10,"AoK",NA,33.5018,5.1772,19119,"","","","","","EasternEquatoria","","",6,30,0,""
"237","RiglBibi","Rigl_bibi","Rigl_bibiRaja","Raja",NA,"WFP, UNMISS, NBS Western Bahr el Ghazal",0,26,7.56667,8299,"BK-0017","","","","","WesternBahrelGhazal","Uyujuku","",6,30,1,""
"238","WesternBahrAlGhazal","Western_Bahr_Al_Ghazal","Western_Bahr_Al_GhazalRaja","Raja",NA,"WFP, NBS Western Bahr el Ghazal",0,26,8,8354,"BK-0072","","","","","WesternBahrelGhazal","Uyujuku","",6,20,1,""
"239","Nachukut","Nachukut","NachukutKapoetaSouth","KapoetaSouth",2020-02-10,"AoK",NA,33.7689,5.4874,19121,"","","","","","EasternEquatoria","","",6,30,0,""
"240","Karkochum","Karkochum","KarkochumKapoetaEast","KapoetaEast",2020-02-10,"AoK",NA,34.5834,5.67,19129,"","","","","","EasternEquatoria","","",6,30,0,""
"241","Atot","Atot","AtotWulu","Wulu",2020-02-10,"AoK",NA,29.68803,6.31299,19085,"","","","","","Lakes","","",6,30,0,""
"242","Dugu-leeracitheth","Dugu_leer_acitheth","Dugu_leer_acithethWulu","Wulu",2020-02-10,"AoK",NA,29.56112,6.49769,19087,"","","","","","Lakes","","",6,30,0,""
"243","Kinyo","Kinyo","KinyoWulu","Wulu",2020-02-10,"AoK",NA,29.62256,6.51302,19086,"","","","","","Lakes","","",6,30,0,""
"244","Pool-Arop","Pool_Arop","Pool_AropRumbekEast","RumbekEast",2020-02-10,"AoK",NA,29.97109,6.57853,19081,"","","","","","Lakes","","",6,30,0,""
"245","Mathiang-Awetdit","Mathiang_Awetdit","Mathiang_AwetditRumbekEast","RumbekEast",2020-02-10,"AoK",NA,29.90981,6.60895,19080,"","","","","","Lakes","","",6,30,0,""
"246","Akuelyol","Akuelyol","AkuelyolRumbekEast","RumbekEast",2020-02-10,"AoK",NA,29.76906,6.71232,19079,"","","","","","Lakes","","",6,30,0,""
"247","Koli","Koli","KoliRumbekEast","RumbekEast",2020-02-10,"AoK",NA,29.6786,6.74121,19078,"","","","","","Lakes","","",6,30,0,""
"248","Jiir","Jiir","JiirRumbekCentre","RumbekCentre",2020-02-10,"AoK",NA,29.68547,6.81495,19075,"","","","","","Lakes","","",6,30,0,""
"249","Ager-gum","Ager-gum","Ager-gumRumbekCentre","RumbekCentre",2020-02-10,"AoK",NA,29.67269,6.81715,19076,"","","","","","Lakes","","",6,30,0,""
"250","Jolop","Jolop","JolopRumbekCentre","RumbekCentre",2020-02-10,"AoK",NA,29.67597,6.83184,19077,"","","","","","Lakes","","",6,30,0,""
"251","Magut","Magut","MagutCueibet","Cueibet",2020-02-10,"AoK",NA,29.32383,6.96604,19070,"","","","","","Lakes","","",6,30,0,""
"252","Pook","Pook","PookRumbekNorth","RumbekNorth",2020-02-10,"AoK",NA,29.7166,7.33828,19082,"","","","","","Lakes","","",6,30,0,""
"253","Chakong","Chakong","ChakongRumbekNorth","RumbekNorth",2020-02-10,"AoK",NA,29.73856,7.35802,19084,"","","","","","Lakes","","",6,30,0,""
"254","Guar","Guar","GuarRumbekNorth","RumbekNorth",2020-02-10,"AoK",NA,29.75661,7.65113,19083,"","","","","","Lakes","","",6,30,0,""
"255","MayomBiong","Mayom_Biong","Mayom_BiongGogrialEast","GogrialEast",2020-02-10,"AoK",NA,28.579,8.2256,19107,"","","","","","Warrap","","",6,30,0,""
"256","Warawar","Warawar","WarawarGogrialEast","GogrialEast",2020-02-10,"AoK",NA,28.5594,8.2474,19104,"","","","","","Warrap","","",6,30,0,""
"257","Wun-Akoc","Wun_Akoc","Wun_AkocGogrialEast","GogrialEast",2020-02-10,"AoK",NA,28.4238,8.2557,19108,"","","","","","Warrap","","",6,30,0,""
"258","Rumruel","Rumruel","RumruelGogrialEast","GogrialEast",2020-02-10,"AoK",NA,28.5758,8.4583,19106,"","","","","","Warrap","","",6,30,0,""
"259","Thur-mangoong","Thur_mangoong","Thur_mangoongGogrialWest","GogrialWest",2020-02-10,"AoK",NA,28.1505,8.4891,19101,"","","","","","Warrap","","",6,30,0,""
"260","Ror-machar","Ror_machar","Ror_macharGogrialEast","GogrialEast",2020-02-10,"AoK",NA,28.5283,8.5337,19105,"","","","","","Warrap","","",6,30,0,""
"261","Makook","Makook","MakookGogrialEast","GogrialEast",2020-02-10,"AoK",NA,28.5913,8.5355,19102,"","","","","","Warrap","","",6,30,0,""
"262","Pannyuom","Pannyuom","PannyuomGogrialWest","GogrialWest",2020-02-10,"AoK",NA,28.3725,8.7348,19099,"","","","","","Warrap","","",6,30,0,""
"263","Marialngaap","Marial_ngaap","Marial_ngaapGogrialEast","GogrialEast",2020-02-10,"AoK",NA,28.5375,8.7351,19103,"","","","","","Warrap","","",6,30,0,""
"264","KuacAjang","Kuac_Ajang","Kuac_AjangGogrialWest","GogrialWest",2020-02-10,"AoK",NA,27.9884,8.8973,19100,"","","","","","Warrap","","",6,30,0,""
"265","Awudeng","Awudeng","AwudengTwic","Twic",2020-02-10,"AoK",NA,28.2842,8.9989,19109,"","","","","","Warrap","","",6,30,0,""
"266","Awuul","Awuul","AwuulTwic","Twic",2020-02-10,"AoK",NA,28.585,9.1152,19110,"","","","","","Warrap","","",6,30,0,""
"267","Rumthioong","Rumthioong","RumthioongTwic","Twic",2020-02-10,"AoK",NA,28.6024,9.1152,19111,"","","","","","Warrap","","",6,30,0,""
"268","Kuerlida","kuerlida","kuerlidaRubkona","Rubkona",2020-02-10,"AoK",NA,29.63535,9.21322,19088,"","","","","","Unity","","",6,30,0,""
"269","Akot","Akot","AkotPariang","Pariang",2020-02-10,"AoK",NA,30.2969,9.6601,19089,"","","","","","Unity","","",6,30,0,""
"270","Kiirec","Kiirec","KiirecPariang","Pariang",2020-02-10,"AoK",NA,30.0033,9.8905,19091,"","","","","","Unity","","",6,30,0,""
"271","Chambagel","Chambagel","ChambagelPariang","Pariang",2020-02-10,"AoK",NA,30.1842,9.9148,19092,"","","","","","Unity","","",6,30,0,""
"272","Pariak","Pariak","PariakPariang","Pariang",2020-02-10,"AoK",NA,30.2212,9.9593,19090,"","","","","","Unity","","",6,30,0,""
"273","Kolmir","Kolmir","KolmirPariang","Pariang",2020-02-10,"AoK",NA,30.2502,9.9696,19093,"","","","","","Unity","","",6,30,0,""
"274","Fertit","Fertit","FertitRaja","Raja",NA,"WFP, UNMISS, NBS Western Bahr el Ghazal",0,26,8.33333,8371,"BB-0498","","","","","WesternBahrelGhazal","Raga","",6,30,1,""
"275","Gaar","Gaar","GaarAyod","Ayod",2019-06-10,"AOK",NA,31.3241,8.35726,18827,"","","","","","Jonglei","Mogok","",6,30,0,""
"276","Luahldieu","Luahldieu","LuahldieuAyod","Ayod",2019-06-10,"AOK",NA,31.32391,8.3573,18828,"","","","","","Jonglei","Mogok","",6,30,0,""
"277","LolDiing","Lol_Diing","Lol_DiingAweilWest","AweilWest",2019-06-10,"AOK",NA,26.79997,9.11209,18825,"","","","","","NorthernBahrelGhazal","Ayat East","",6,30,0,""
"278","Aluelajith","Aluel_ajith","Aluel_ajithAweilEast","AweilEast",2019-06-10,"AOK",NA,27.59668,9.16204,18824,"","","","","","NorthernBahrelGhazal","Baach","",6,30,0,""
"279","Diir","Diir","DiirPariang","Pariang",2019-06-10,"AOK",NA,30.28283,9.92205,18826,"","","","","","Unity","Jamjang","",6,30,0,""
"280","Korijo","Korijo","KorijoKajo_keji","Kajo_keji",2019-07-10,"AOK",NA,31.19815,3.86132,18835,"","","","","","CentralEquatoria","Liwolo","",6,30,0,""
"281","Goloba","Goloba","GolobaMagwi","Magwi",2019-07-10,"AOK",NA,32.15866,4.08252,18836,"","","","","","EasternEquatoria","Magwi","",6,30,0,""
"282","Newsite","Newsite","NewsiteMagwi","Magwi",2019-07-10,"AOK",NA,32.33685,4.1483,18837,"","","","","","EasternEquatoria","Magwi","",6,30,0,""
"283","Kibirich","Kibirich","KibirichBudi","Budi",2019-07-10,"AOK",NA,33.49714,4.23024,18869,"","","","","","EasternEquatoria","Komori","",6,30,0,""
"284","Lothigira","Lothigira","LothigiraBudi","Budi",2019-07-10,"AOK",NA,33.50093,4.24298,18870,"","","","","","EasternEquatoria","Komori","",6,30,0,""
"285","Otese","Otese","OteseTorit","Torit",2019-07-10,"AOK",NA,32.66094,4.29011,18851,"","","","","","EasternEquatoria","Himodonge","",6,30,0,""
"286","Panbang","Panbang","PanbangAwerial","Awerial",2019-07-10,"AOK",NA,31.5785,5.92059,18861,"","","","","","Lakes","Puluk","",6,30,0,""
"287","Guot-yar","Guot_yar","Guot_yarAwerial","Awerial",2019-07-10,"AOK",NA,31.5156,6.04959,18867,"","","","","","Lakes","Puluk","",6,30,0,""
"288","Aken-weel","Aken_weel","Aken_weelAwerial","Awerial",2019-07-10,"AOK",NA,31.13826,6.13826,18866,"","","","","","Lakes","Bun-agok","",6,30,0,""
"289","Pankuek","Pankuek","PankuekYirolWest","YirolWest",2019-07-10,"AOK",NA,30.36682,6.21471,18865,"","","","","","Lakes","Anuol","",6,30,0,""
"290","Mapourdit","Mapourdit","MapourditYirolWest","YirolWest",2019-07-10,"AOK",NA,30.11606,6.35701,18864,"","","","","","Lakes","Mapuordit","",6,30,0,""
"291","Ngulguli","Ngulguli","NgulguliRaja","Raja",NA,"WFP, UNMISS, NBS Western Bahr el Ghazal",0,26,8.75,8414,"BB-0534","","","","","WesternBahrelGhazal","Raga","",6,30,1,""
"292","Nomlaau","Nomlaau","NomlaauYirolEast","YirolEast",2019-07-10,"AOK",NA,30.61959,6.71737,18868,"","","","","","Lakes","Lekakedu","",6,30,0,""
"293","Thonabutkok","Thonabutkok","ThonabutkokYirolEast","YirolEast",2019-07-10,"AOK",NA,30.41309,6.74394,18863,"","","","","","Lakes","Pagarau","",6,30,0,""
"294","Kuernor","Kuernor","KuernorAyod","Ayod",2019-07-10,"AOK",NA,31.09458,7.97998,18829,"","","","","","Jonglei","Pajiek","",6,30,0,""
"295","MalualLoor","Malual_Loor","Malual_LoorGogrialEast","GogrialEast",2019-07-10,"AOK",NA,28.37286,8.26174,18833,"","","","","","Warrap","Pathuon West","",6,30,0,""
"296","Jak","Jak","JakGogrialEast","GogrialEast",2019-07-10,"AOK",NA,28.27176,8.26621,18831,"","","","","","Warrap","Pathuon West","",6,30,0,""
"297","Jarmou","Jarmou","JarmouGogrialEast","GogrialEast",2019-07-10,"AOK",NA,28.48419,8.59108,18832,"","","","","","Warrap","Toch East","",6,30,0,""
